"TDate","Nat","Name","InOut","ClubFrom","DivFrom","ClubTo","DivTo","Amount","ClubFromID","ClubToID","Year_F","date","month","player_id","name","teamName","age","positionText","apps","subOn","minsPlayed","manOfTheMatch","yellowCard","redCard","rating","goal","assistTotal","shotsPerGame","keyPassPerGame","dribbleWonPerGame","foulGivenPerGame","offsideGivenPerGame","dispossessedPerGame","totalPassesPerGame","passSuccess","tacklePerGame","interceptionPerGame","foulsPerGame","clearancePerGame","outfielderBlockPerGame","goalOwn"
"19-Jun","Allemagne","Bernd Leno","in","Bayer Leverkusen","Germany","Arsenal","England",25,82,1,2018,19,6,92173,"Bernd Leno","Arsenal",27,"Goalkeeper",32,1,2833,0,0,0,6.6821875,0,0,0,0,0,0.15625,0,0.03125,28.8125,69.1973969631237,0,0.125,0,1,0,0
"02-Jul","Grèce","Papastathopoulos","in","Dortmund","Germany","Arsenal","England",16,84,1,2018,2,7,22210,"Sokratis","Arsenal",31,"Defender",25,0,2199,0,12,0,6.8152,1,2,0.44,0.2,0.24,1,0,0.2,55.48,89.4015861571738,1.68,1.04,1.48,4.32,0.68,0
"10-Jul","Uruguay","Lucas Torreira","in","Sampdoria","Italy","Arsenal","England",30,56,1,2018,10,7,248109,"Lucas Torreira","Arsenal",23,"Midfielder",34,10,2381,0,7,1,6.72147058823529,2,2,0.735294117647059,0.470588235294118,0.382352941176471,2.26470588235294,0,0.823529411764706,46.7647058823529,87.4213836477987,1.91176470588235,1.20588235294118,1.11764705882353,0.911764705882353,0.205882352941176,0
"24-Jul","Espagne","Diego Rico","in","Leganés","Spain","Bournemouth","England",15,34,2,2018,24,7,323352,"Diego Rico","Bournemouth",26,"Defender",12,7,606,0,1,0,6.355,0,0,0.75,0.916666666666667,0.333333333333333,0.916666666666667,0,0.416666666666667,23.75,72.6315789473684,1.16666666666667,1.16666666666667,0.833333333333333,1.41666666666667,0.166666666666667,0
"07-Aug","Colombie","Jefferson Lerma","in","Levante","Spain","Bournemouth","England",30,35,2,2018,7,8,133464,"Jefferson Lerma","Bournemouth",24,"Midfielder",30,1,2511,0,12,0,6.96833333333333,2,0,1.03333333333333,0.5,0.666666666666667,1.7,0.1,0.666666666666667,52.0333333333333,83.2158872517617,1.5,1.8,1.43333333333333,2.8,0.633333333333333,1
"05-Jul","Brésil","Bernardo","in","RB Leipzig","Germany","Brighton & Hove","England",10.2,94,3,2018,5,7,302588,"Bernardo","Brighton",24,"Defender",22,3,1751,0,4,0,6.90136363636364,0,1,0.363636363636364,0.454545454545455,0.636363636363636,1.04545454545455,0.0909090909090909,0.545454545454545,35.6818181818182,72.7388535031847,2.81818181818182,1.54545454545455,0.772727272727273,3,0.636363636363636,0
"17-Jul","Mali","Yves Bissouma","in","Lille","France","Brighton & Hove","England",16.9,67,3,2018,17,7,303096,"Yves Bissouma","Brighton",23,"Midfielder",28,11,1771,1,5,0,6.62821428571429,0,0,1.10714285714286,0.464285714285714,1.67857142857143,0.892857142857143,0.0714285714285714,1.10714285714286,25.5357142857143,81.8181818181818,2.21428571428571,1.17857142857143,1.42857142857143,0.892857142857143,0.178571428571429,0
"09-Aug","Espagne","Martín Montoya","in","Valencia CF","Spain","Brighton & Hove","England",7,30,3,2018,9,8,91387,"Martín Montoya","Brighton",28,"Defender",25,1,2166,0,4,0,6.7116,0,1,0.32,0.72,0.48,0.64,0,0.36,34.32,79.95337995338,2.32,1.92,1.16,2.52,0.4,0
"07-Aug","Angleterre","Joe Hart","in","Manchester City","England","Burnley","England",3.9,13,4,2018,7,8,8786,"Joe Hart","Burnley",32,"Goalkeeper",19,0,1710,0,0,0,6.60736842105263,0,0,0,0.0526315789473684,0,0,0,0,29.7368421052632,44.9557522123894,0,0,0,0.842105263157895,0,0
"14-Jul","Italie","Jorginho","in","Napoli","Italy","Chelsea","England",57,54,6,2018,14,7,106968,"Jorginho","Chelsea",27,"Midfielder",37,0,3165,0,8,0,6.8845945945946,2,0,0.513513513513513,0.810810810810811,0.405405405405405,0.594594594594595,0,0.837837837837838,84.2702702702703,89.2559332905709,2.05405405405405,1.72972972972973,0.891891891891892,0.945945945945946,0.189189189189189,0
"08-Aug","Espagne","Arrizabalaga","in","Athletic Bilbao","Spain","Chelsea","England",80,22,6,2018,8,8,113880,"Kepa Arrizabalaga","Chelsea",25,"Goalkeeper",36,0,3240,1,2,0,6.62666666666667,0,0,0,0,0.0277777777777778,0.111111111111111,0,0.0277777777777778,27.8611111111111,85.4436689930209,0.0277777777777778,0,0,0.388888888888889,0,0
"01-Aug","Sénégal","C.  Kouyaté","in","West Ham","England","Crystal Palace","England",10.7,19,7,2018,1,8,66741,"Cheikhou Kouyaté","Crystal Palace",29,"Midfielder",31,10,1897,0,3,0,6.60677419354839,0,2,0.645161290322581,0.451612903225806,0.387096774193548,0.548387096774194,0.0967741935483871,0.709677419354839,24.6774193548387,80.1307189542484,1.90322580645161,0.516129032258065,1.09677419354839,1,0.354838709677419,0
"24-Jul","Brésil","Richarlison","in","Watford","England","Everton","England",45,18,8,2018,24,7,317804,"Richarlison","Everton",22,"Forward",35,3,2679,3,5,1,6.886,13,1,2.37142857142857,0.6,1.11428571428571,2.08571428571429,0.485714285714286,2.57142857142857,22.6571428571429,68.4741488020177,1.37142857142857,0.457142857142857,0.914285714285714,1.11428571428571,0.0571428571428571,0
"01-Aug","France","Lucas Digne","in","FC Barcelona","Spain","Everton","England",20.2,28,8,2018,1,8,89925,"Lucas Digne","Everton",26,"Defender",35,2,2966,4,5,1,7.35971428571429,4,4,0.971428571428571,2.02857142857143,0.4,0.914285714285714,0.0571428571428571,0.857142857142857,41.6285714285714,76.0466712422786,2.02857142857143,1.71428571428571,1.11428571428571,2.68571428571429,0.257142857142857,1
"09-Aug","Portugal","André Gomes","in","FC Barcelona","Spain","Everton","England",25,28,8,2018,9,8,118123,"André Gomes","Everton",26,"Midfielder",27,3,1986,0,7,0,6.65111111111111,1,1,0.777777777777778,0.222222222222222,1.51851851851852,0.962962962962963,0,1.85185185185185,44.4444444444444,84.75,1.44444444444444,0.740740740740741,1.81481481481481,0.666666666666667,0.148148148148148,0
"09-Aug","Colombie","Yerry Mina","in","FC Barcelona","Spain","Everton","England",30.3,28,8,2018,9,8,318432,"Yerry Mina","Everton",25,"Defender",13,3,893,0,3,0,6.57,1,0,0.307692307692308,0.230769230769231,0,0.384615384615385,0.0769230769230769,0.153846153846154,38.7692307692308,84.1269841269841,1.07692307692308,0.615384615384615,1,3.84615384615385,0.384615384615385,0
"12-Jul","Côte d'Ivoire","J.-M. Seri","in","Nice","France","Fulham","England",30,73,9,2018,12,7,136262,"Jean Michael Seri","Fulham",28,"Midfielder",32,5,2252,0,6,0,6.5503125,1,2,0.59375,1.78125,0.5,0.71875,0.03125,0.78125,49.78125,87.0056497175141,1.28125,0.96875,1,0.40625,0.25,0
"30-Jul","Serbie","A.  Mitrovic","in","Newcastle United","England","Fulham","England",20.2,15,9,2018,30,7,115279,"Aleksandar Mitrovic","Fulham",25,"Forward",37,0,3282,4,7,0,7.0272972972973,11,3,3.54054054054054,0.837837837837838,0.648648648648649,1.59459459459459,0.918918918918919,2.62162162162162,27.7297297297297,72.0272904483431,0.513513513513513,0.162162162162162,1.64864864864865,1.43243243243243,0.216216216216216,0
"09-Aug","Cameroun","Zambo Anguissa","in","Marseille","France","Fulham","England",33,69,9,2018,9,8,349561,"André-Frank Zambo Anguissa","Fulham",23,"Midfielder",22,6,1519,0,1,1,6.69,0,0,0.954545454545455,0.318181818181818,1.90909090909091,0.818181818181818,0.0909090909090909,1.77272727272727,47.4090909090909,87.4400767018217,2.18181818181818,1.54545454545455,1.04545454545455,1.31818181818182,0.272727272727273,0
"20-Jul","France","Adama Diakhaby","in","Monaco","France","Huddersfield","England",10,70,10,2018,20,7,322750,"Adama Diakhaby","Huddersfield",23,"Forward",12,6,553,0,1,0,6.0775,0,0,0.583333333333333,0.416666666666667,1,0.75,0.166666666666667,1.83333333333333,12.25,76.1904761904762,0.5,0.0833333333333333,0.583333333333333,0.0833333333333333,0,0
"05-Aug","Algérie","Rachid Ghezzal","in","Monaco","France","Leicester","England",14,70,11,2018,5,8,95423,"Rachid Ghezzal","Leicester",27,"Forward",19,11,739,0,3,0,6.42526315789474,1,0,1,0.842105263157895,1,0.421052631578947,0,1.10526315789474,22.2105263157895,79.3838862559242,0.736842105263158,0.368421052631579,0.684210526315789,0.157894736842105,0.0526315789473684,0
"09-Aug","Turquie","Caglar Soyuncu","in","Freiburg","Germany","Leicester","England",21,88,11,2018,9,8,317998,"Çaglar Söyüncü","Leicester",23,"Defender",6,2,372,0,1,0,6.315,0,0,0.333333333333333,0,0.333333333333333,0.333333333333333,0,0.166666666666667,36.6666666666667,83.6363636363636,0.833333333333333,1.16666666666667,1.5,3.66666666666667,0.833333333333333,0
"01-Jul","Brésil","Fabinho","in","Monaco","France","Liverpool","England",50,70,12,2018,1,7,115916,"Fabinho","Liverpool",25,"Midfielder",28,7,2013,0,6,0,6.95357142857143,1,2,0.607142857142857,0.571428571428571,0.357142857142857,1.07142857142857,0,0.571428571428571,57.5,85.3416149068323,2.10714285714286,1,1.03571428571429,0.928571428571429,0.214285714285714,0
"01-Jul","Guinée","Naby Keïta","in","RB Leipzig","Germany","Liverpool","England",55,94,12,2018,1,7,243510,"Naby Keita","Liverpool",24,"Midfielder",25,9,1394,0,0,0,6.7424,2,1,1.08,0.36,0.96,0.64,0,1.16,40.2,88.4577114427861,1.48,0.48,1,0.52,0.16,0
"19-Jul","Brésil","Alisson Becker","in","AS Roma","Italy","Liverpool","England",75,42,12,2018,19,7,114147,"Alisson","Liverpool",27,"Goalkeeper",38,0,3420,0,1,0,6.78921052631579,0,0,0,0,0.0526315789473684,0.0263157894736842,0,0.0263157894736842,28.3157894736842,80.2973977695167,0.0526315789473684,0.0263157894736842,0,0.815789473684211,0,0
"10-Jul","Algérie","Riyad Mahrez","in","Leicester","England","Manchester City","England",70,11,13,2018,10,7,104749,"Riyad Mahrez","Manchester City",28,"Forward",27,13,1338,3,0,0,6.95814814814815,7,4,2,0.888888888888889,0.888888888888889,0.555555555555556,0.333333333333333,1,29.5185185185185,84.6925972396487,0.518518518518518,0.333333333333333,0.37037037037037,0.0740740740740741,0.037037037037037,0
"02-Aug","Japon","Yoshinori Muto","in","Mainz","Germany","Newcastle United","England",10.7,92,15,2018,2,8,132210,"Yoshinori Muto","Newcastle United",27,"Forward",17,12,519,0,1,0,6.22647058823529,1,0,0.352941176470588,0.294117647058824,0.529411764705882,0.588235294117647,0.117647058823529,0.705882352941177,6.64705882352941,70.7964601769911,0.470588235294118,0.352941176470588,0.764705882352941,0.176470588235294,0,0
"10-Jul","Angleterre","Angus Gunn","in","Manchester City","England","Southampton","England",11.3,13,16,2018,10,7,318896,"Angus Gunn","Southampton",23,"Goalkeeper",12,0,1080,1,0,0,6.365,0,0,0,0,0,0.166666666666667,0,0,24.0833333333333,35.2941176470588,0,0,0,0.916666666666667,0,0
"13-Jul","Danemark","J.  Vestergaard","in","M'gladbach","Germany","Southampton","England",20,85,16,2018,13,7,87182,"Jannik Vestergaard","Southampton",27,"Defender",23,0,2030,0,2,0,7.07,0,0,0.608695652173913,0.217391304347826,0.434782608695652,0.608695652173913,0.0434782608695652,0.173913043478261,36.7391304347826,76.9230769230769,2.30434782608696,1.52173913043478,0.739130434782609,7.43478260869565,0.869565217391304,0
"09-Aug","Angleterre","Danny Ings","in","Liverpool","England","Southampton","England",22.2,12,16,2018,9,8,91762,"Danny Ings","Southampton",27,"Forward",24,1,1668,0,1,0,6.82916666666667,7,3,2.33333333333333,1.16666666666667,0.833333333333333,0.916666666666667,0.25,1.20833333333333,16.3333333333333,71.4285714285714,1.25,0.208333333333333,0.666666666666667,0.291666666666667,0.0833333333333333,0
"01-Jul","Espagne","Marc Navarro","in","Espanyol","Spain","Watford","England",2,27,18,2018,1,7,280157,"Marc Navarro","Watford",24,"Defender",2,1,85,0,0,0,6.15,0,0,0,0,0.5,0,0,0,11.5,82.6086956521739,2,0,0.5,1,0,0
"02-Jul","Italie","Adam Masina","in","Bologna","Italy","Watford","England",5,44,18,2018,2,7,137512,"Adam Masina","Watford",25,"Defender",14,3,1004,0,5,0,6.66142857142857,0,1,0.214285714285714,0.214285714285714,0.5,0.714285714285714,0.0714285714285714,0.142857142857143,31.1428571428571,80.7339449541284,2.14285714285714,1.21428571428571,1.21428571428571,2.57142857142857,0.285714285714286,0
"19-Jun","France","Issa Diop","in","Toulouse FC","France","West Ham","England",25,80,19,2018,19,6,300359,"Issa Diop","West Ham",22,"Defender",33,0,2970,1,4,0,6.88575757575757,1,0,0.363636363636364,0.121212121212121,0.181818181818182,0.484848484848485,0.0909090909090909,0.0303030303030303,34.3636363636364,85.978835978836,2.06060606060606,1.93939393939394,0.545454545454545,4.6969696969697,1.09090909090909,1
"11-Jul","Ukraine","A.  Yarmolenko","in","Dortmund","Germany","West Ham","England",20,84,19,2018,11,7,41672,"Andriy Yarmolenko","West Ham",29,"Forward",9,4,461,0,2,0,6.27666666666667,2,0,1,0.555555555555556,0.222222222222222,0.888888888888889,0.111111111111111,1.22222222222222,22.5555555555556,82.2660098522168,0.444444444444444,0.222222222222222,0.888888888888889,0.333333333333333,0.111111111111111,0
"16-Jul","Brésil","Felipe Anderson","in","Lazio","Italy","West Ham","England",40,53,19,2018,16,7,93026,"Felipe Anderson","West Ham",26,"Midfielder",36,0,3054,6,3,0,7.23083333333333,9,4,1.61111111111111,1.80555555555556,2.11111111111111,1.44444444444444,0.138888888888889,1.5,46.3333333333333,76.0191846522782,2.47222222222222,1.13888888888889,0.75,0.333333333333333,0,0
"09-Aug","Espagne","Lucas Pérez","in","Arsenal","England","West Ham","England",4.5,1,19,2018,9,8,135663,"Lucas Pérez","West Ham",31,"Forward",15,11,469,0,0,0,6.31866666666667,3,0,0.6,0.533333333333333,0.333333333333333,0.2,0.2,0.466666666666667,9.53333333333333,70.6293706293706,0.4,0.133333333333333,0.333333333333333,0.2,0,0
"09-Aug","Colombie","Carlos Sánchez","in","Fiorentina","Italy","West Ham","England",4.5,48,19,2018,9,8,26720,"Carlos Sánchez","West Ham",33,"Midfielder",7,5,240,0,0,0,6.00714285714286,0,0,0.428571428571429,0.285714285714286,0.428571428571429,0.142857142857143,0,0.285714285714286,20.4285714285714,88.8111888111888,0.571428571428571,0.142857142857143,0.428571428571429,0.714285714285714,0,0
"24-Jul","Portugal","João Moutinho","in","Monaco","France","Wolverhampton","England",5.6,70,20,2018,24,7,16161,"João Moutinho","Wolverhampton Wanderers",33,"Midfielder",38,3,3040,1,4,0,7.06,1,8,0.473684210526316,2.21052631578947,0.342105263157895,0.973684210526316,0,0.710526315789474,49.0263157894737,84.8094471282877,2.97368421052632,1.05263157894737,1.39473684210526,1.05263157894737,0.289473684210526,0
"25-Jul","Espagne","Joni","in","Atlético Madrid","Spain","Wolverhampton","England",20.6,23,20,2018,25,7,115917,"Jonny","Wolverhampton Wanderers",25,"Defender",33,1,2780,1,6,0,6.85151515151515,1,1,0.757575757575758,0.939393939393939,0.909090909090909,1.03030303030303,0.151515151515152,1.21212121212121,32.5757575757576,77.7674418604651,2.39393939393939,1.81818181818182,0.696969696969697,1.60606060606061,0.242424242424242,0
"01-Jul","Espagne","Ander Capa","in","Eibar","Spain","Athletic Bilbao","Spain",3,26,22,2018,1,7,130377,"Ander Capa","Athletic Bilbao",27,"Defender",25,8,1637,0,9,0,6.6024,0,0,0.36,0.48,0.8,0.64,0.32,0.8,27.4,73.7226277372263,1.72,1.2,1.76,1.52,0.08,0
"02-Jul","Espagne","Yuri Berchiche","in","Paris S-G","France","Athletic Bilbao","Spain",24,75,22,2018,2,7,56057,"Yuri","Athletic Bilbao",29,"Defender",35,0,3121,1,9,1,6.86742857142857,2,2,0.828571428571429,0.542857142857143,0.942857142857143,2.22857142857143,0.0857142857142857,0.542857142857143,39.0571428571429,81.9312362838332,1.31428571428571,1.2,1.08571428571429,2.02857142857143,0.257142857142857,0
"19-Jun","France","Thomas Lemar","in","Monaco","France","Atlético Madrid","Spain",65,70,23,2018,19,6,132962,"Thomas Lemar","Atletico Madrid",23,"Midfielder",31,9,1829,1,4,0,6.86806451612903,3,3,0.838709677419355,1.2258064516129,1.54838709677419,1.06451612903226,0.225806451612903,1.51612903225806,30.258064516129,85.181236673774,1.2258064516129,0.709677419354839,0.741935483870968,0.129032258064516,0.032258064516129,0
"01-Jul","Espagne","Rodri","in","Villarreal","Spain","Atlético Madrid","Spain",25,40,23,2018,1,7,303139,"Rodrigo","Atletico Madrid",23,"Midfielder",34,2,2743,3,5,0,7.24382352941176,3,1,0.794117647058823,0.5,0.558823529411765,1.26470588235294,0.0294117647058824,0.852941176470588,56.6764705882353,91.1261027503892,3.02941176470588,1.20588235294118,1.73529411764706,1.97058823529412,0.323529411764706,0
"05-Jul","Espagne","Antonio Adán","in","Real Betis","Spain","Atlético Madrid","Spain",1,24,23,2018,5,7,23285,"Antonio Adán","Atletico Madrid",32,"Goalkeeper",2,0,91,0,1,0,6.47,0,0,0,0,0,0,0,0,11,50,0,0,0,0,0,0
"09-Aug","Croatie","Nikola Kalinic","in","AC Milan","Italy","Atlético Madrid","Spain",15,41,23,2018,9,8,25091,"Nikola Kalinic","Atletico Madrid",31,"Forward",17,10,641,0,3,0,6.30176470588235,2,0,0.529411764705882,0.176470588235294,0,0.529411764705882,0.176470588235294,0.294117647058824,6.29411764705882,57.0093457943925,0.352941176470588,0.117647058823529,0.823529411764706,0.117647058823529,0,0
"09-Jul","Espagne","Borja Iglesias","in","Celta Vigo","Spain","Espanyol","Spain",10,25,27,2018,9,7,259042,"Borja Iglesias","Espanyol",26,"Forward",37,2,3082,2,5,0,6.93081081081081,17,3,2.43243243243243,1.13513513513514,0.621621621621622,1.37837837837838,1.21621621621622,1.75675675675676,18.2162162162162,70.4747774480712,0.621621621621622,0.189189189189189,1.51351351351351,1.08108108108108,0.162162162162162,0
"12-Jul","France","C.  Lenglet","in","Sevilla FC","Spain","FC Barcelona","Spain",35.9,29,28,2018,12,7,236511,"Clément Lenglet","Barcelona",24,"Defender",23,1,1935,1,8,1,6.88,1,0,0.260869565217391,0,0.260869565217391,0.608695652173913,0.0434782608695652,0.130434782608696,49.7826086956522,89.4323144104803,2.04347826086957,0.91304347826087,1.30434782608696,2.95652173913043,0.869565217391304,1
"24-Jul","Brésil","Malcom","in","Bordeaux","France","FC Barcelona","Spain",41,63,28,2018,24,7,146780,"Malcom","Barcelona",22,"Midfielder",15,9,608,0,0,0,6.53266666666667,1,2,0.733333333333333,0.866666666666667,0.733333333333333,0.6,0.533333333333333,0.4,20.3333333333333,86.8852459016393,0.2,0.0666666666666667,0.333333333333333,0.0666666666666667,0,0
"03-Aug","Chili","Arturo Vidal","in","Bayern Munich","Germany","FC Barcelona","Spain",18,83,28,2018,3,8,25008,"Arturo Vidal","Barcelona",32,"Midfielder",33,11,1929,0,7,0,6.88787878787879,3,7,0.727272727272727,0.666666666666667,0.151515151515152,0.96969696969697,0,0.484848484848485,45.4242424242424,88.9926617745163,2.36363636363636,0.878787878787879,1.75757575757576,0.606060606060606,0.151515151515152,0
"01-Jul","Cameroun","Ibrahim Amadou","in","Lille","France","Sevilla FC","Spain",15,67,29,2018,1,7,118885,"Ibrahim Amadou","Sevilla",26,"Midfielder",17,10,758,1,2,0,6.53470588235294,0,0,0.529411764705882,0.176470588235294,0.294117647058824,0.588235294117647,0.0588235294117647,0.470588235294118,20.7058823529412,85.7954545454545,1.58823529411765,0.647058823529412,0.705882352941177,1.35294117647059,0.235294117647059,0
"25-Jul","Espagne","Sergi Gomez","in","Celta Vigo","Spain","Sevilla FC","Spain",5,25,29,2018,25,7,90778,"Sergi Gómez","Sevilla",27,"Defender",32,1,2766,0,1,0,6.7034375,0,0,0.28125,0.15625,0,0.21875,0.0625,0.09375,45.53125,84.6259437199726,1.53125,1.25,0.875,4.03125,0.625,0
"26-Jul","France","Joris Gnagnon","in","Rennes","France","Sevilla FC","Spain",15,77,29,2018,26,7,298545,"Joris Gnagnon","Sevilla",22,"Defender",7,3,445,0,2,0,6.70571428571429,0,0,0.428571428571429,0.285714285714286,0.428571428571429,1,0,0.714285714285714,36.8571428571429,90.3100775193798,1.57142857142857,1.42857142857143,1.14285714285714,2.14285714285714,0.285714285714286,0
"04-Aug","Espagne","Aleix Vidal","in","FC Barcelona","Spain","Sevilla FC","Spain",8.5,28,29,2018,4,8,82630,"Aleix Vidal","Sevilla",30,"Midfielder",11,6,526,0,3,0,6.53909090909091,0,0,0.727272727272727,1.27272727272727,0.363636363636364,0.636363636363636,0.0909090909090909,0.727272727272727,22.8181818181818,76.0956175298805,1.18181818181818,0.363636363636364,0.909090909090909,0.818181818181818,0,0
